group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
sweeping_param,,3,,,95951782.0,ns,32
sweeping_param,,3,,,180462819.0,ns,64
sweeping_param,,3,,,260168025.0,ns,96
sweeping_param,,3,,,344859670.0,ns,128
sweeping_param,,3,,,451818833.0,ns,160
sweeping_param,,3,,,535940612.0,ns,192
sweeping_param,,3,,,681504699.0,ns,224
sweeping_param,,3,,,713683806.0,ns,256
sweeping_param,,3,,,830412786.0,ns,288
sweeping_param,,3,,,884804461.0,ns,320
