,train,eval
0,115362.01,114158.21
1,115064.76,113868.3
2,114761.805,113572.516
3,114446.97,113265.14
4,114115.22,112941.5
5,113761.58,112596.18
6,113377.47,112220.97
7,112955.55,111808.79
8,112488.47,111352.54
9,111966.0,110841.41
10,111374.63,110262.89
11,110703.82,109606.48
12,109937.49,108856.86
13,109060.36,107999.016
14,108057.29,107017.88
15,106909.45,105895.4
16,105593.31,104608.22
17,104084.64,103132.6
18,102369.02,101454.92
19,100410.08,99540.41
20,98205.625,97386.46
21,95753.92,94991.14
22,93066.45,92365.51
23,90185.664,89550.33
24,87199.47,86629.984
25,84218.97,83708.47
26,81377.234,80915.414
27,78811.68,78378.58
28,76628.06,76207.164
29,74875.02,74449.586
30,73526.34,73079.195
31,72523.77,72048.195
32,71797.1,71294.16
33,71250.87,70719.66
34,70835.484,70283.23
35,70508.58,69941.914
36,70224.19,69644.11
37,69982.4,69391.91
38,69766.195,69168.21
39,69564.82,68966.06
40,69377.24,68778.54
41,69204.61,68608.03
42,69036.99,68445.01
43,68878.39,68291.68
44,68724.664,68142.63
45,68577.016,67998.86
46,68434.43,67861.02
47,68300.695,67733.7
48,68165.51,67602.71
49,68038.41,67483.79
50,67913.766,67365.8
51,67793.09,67254.52
52,67675.73,67143.305
53,67562.4,67036.695
54,67458.28,66945.414
55,67343.93,66838.4
56,67241.96,66738.82
57,67133.69,66640.1
58,67033.7,66548.51
59,66935.305,66458.086
60,66836.516,66366.3
61,66746.88,66288.48
62,66648.77,66197.99
63,66559.31,66117.7
64,66467.97,66033.67
65,66381.04,65954.07
66,66294.79,65879.15
67,66211.12,65808.15
68,66125.56,65729.37
69,66045.15,65654.52
70,65964.22,65580.49
71,65883.74,65510.895
72,65807.49,65442.3
73,65743.38,65386.24
74,65654.84,65316.195
75,65577.586,65243.605
76,65502.582,65177.543
77,65434.72,65121.703
78,65359.332,65048.504
79,65286.51,64990.8
80,65215.492,64928.125
81,65156.816,64872.82
82,65077.098,64810.168
83,65017.695,64757.42
84,64944.69,64696.793
85,64878.07,64637.24
86,64811.55,64584.344
87,64747.26,64525.86
88,64685.406,64479.59
