,train,eval
0,115665.13,114469.9
1,115612.53,114417.52
2,115559.734,114365.17
3,115506.3,114312.21
4,115452.4,114258.94
5,115397.83,114205.11
6,115342.28,114150.31
7,115285.37,114094.234
8,115226.76,114036.53
9,115166.414,113977.22
10,115103.63,113915.59
11,115037.945,113851.125
12,114968.734,113783.09
13,114895.33,113710.945
14,114817.1,113634.23
15,114733.414,113552.266
16,114644.01,113464.52
17,114548.0,113370.3
18,114444.53,113268.79
19,114332.92,113159.2
20,114212.37,113040.8
21,114081.82,112912.59
22,113940.43,112773.7
23,113786.32,112622.43
24,113618.13,112457.25
25,113434.32,112276.445
26,113233.52,112079.125
27,113012.62,111862.05
28,112768.914,111622.5
29,112500.27,111358.51
30,112202.09,111065.21
31,111870.41,110738.86
32,111498.72,110372.91
33,111080.664,109961.22
34,110609.734,109497.44
35,110076.22,108972.14
36,109471.66,108376.92
37,108785.625,107701.54
38,108001.625,106929.78
39,107101.516,106044.1
40,106067.72,105027.14
41,104879.67,103858.66
42,103519.414,102521.31
43,101955.26,100984.08
44,100166.65,99226.36
45,98127.99,97223.305
46,95825.59,94962.73
47,93252.58,92437.85
48,90431.8,89670.47
49,87424.47,86721.055
50,84352.72,83706.51
51,81361.67,80768.48
52,78648.15,78095.914
53,76364.46,75839.39
54,74560.62,74048.4
55,73239.32,72730.45
56,72295.41,71781.89
57,71626.38,71107.4
58,71134.99,70611.44
59,70750.02,70221.33
60,70431.21,69902.1
61,70152.52,69624.56
62,69900.266,69380.4
63,69666.3,69150.5
64,69453.26,68942.164
65,69239.74,68740.29
66,69042.086,68547.305
67,68854.445,68367.234
68,68673.63,68195.89
69,68501.19,68029.29
70,68336.82,67873.67
71,68176.414,67718.81
72,68020.87,67571.36
73,67871.05,67429.35
74,67728.914,67295.04
75,67585.42,67158.49
76,67451.51,67027.91
77,67315.914,66900.12
78,67189.51,66780.0
79,67061.57,66662.31
80,66939.78,66548.29
81,66820.39,66427.0
82,66703.48,66320.27
83,66589.39,66210.55
84,66479.29,66113.53
85,66367.58,66007.14
86,66260.94,65906.18
87,66156.76,65807.48
88,66054.46,65712.29
89,65952.48,65620.07
90,65853.516,65528.21
91,65756.65,65444.773
92,65660.99,65353.73
93,65566.8,65265.938
94,65474.223,65176.95
95,65383.273,65091.35
96,65292.883,65011.55
97,65204.7,64939.45
98,65118.543,64865.535
99,65030.98,64778.906
100,64946.066,64699.977
101,64861.883,64630.76
102,64778.59,64558.44
103,64697.44,64482.6
104,64616.6,64415.582
105,64537.164,64347.48
106,64460.75,64279.58
107,64386.28,64214.586
108,64305.168,64154.41
109,64230.918,64086.49
110,64155.64,64021.867
111,64080.945,63957.19
112,64010.188,63901.36
113,63935.77,63831.727
114,63865.465,63775.586
115,63794.477,63720.17
116,63724.9,63662.234
117,63656.406,63604.195
118,63587.52,63547.715
119,63521.957,63498.03
120,63457.33,63433.598
121,63387.684,63385.125
122,63323.055,63334.312
123,63258.395,63275.08
124,63195.254,63224.48
125,63131.11,63175.605
126,63069.01,63123.984
127,63006.348,63076.855
128,62945.754,63038.266
129,62884.91,62986.72
130,62825.715,62947.65
131,62765.08,62888.195
132,62707.426,62847.492
133,62649.3,62803.23
134,62597.055,62770.887
135,62535.523,62719.004
136,62479.45,62670.062
137,62427.805,62624.12
138,62370.06,62584.812
139,62317.91,62556.87
140,62263.008,62502.78
141,62220.246,62460.72
142,62159.633,62431.543
143,62108.01,62382.14
144,62056.094,62350.598
145,62006.254,62311.168
146,61956.527,62270.785
147,61907.977,62227.426
148,61858.234,62197.195
149,61810.266,62160.523
150,61762.633,62127.79
151,61718.3,62081.42
152,61670.168,62061.285
153,61624.152,62020.902
154,61577.965,61982.387
155,61533.035,61945.78
156,61488.777,61921.82
157,61445.47,61893.312
158,61401.406,61846.832
159,61358.145,61816.273
160,61317.504,61797.227
161,61276.74,61773.13
162,61231.68,61719.56
163,61191.344,61687.824
164,61161.37,61653.06
165,61109.938,61626.6
166,61080.85,61629.516
167,61031.527,61588.223
168,60990.277,61546.52
169,60952.13,61524.836
170,60913.95,61493.83
171,60876.68,61462.43
172,60837.344,61431.2
173,60808.13,61431.37
174,60763.816,61385.668
175,60729.63,61353.38
176,60691.246,61324.434
177,60658.156,61313.453
178,60619.77,61269.535
179,60585.297,61253.402
180,60550.242,61219.95
181,60516.11,61188.242
182,60483.637,61185.8
183,60447.24,61145.812
184,60414.637,61122.45
185,60383.164,61114.812
186,60348.855,61065.57
187,60313.96,61049.723
188,60282.12,61031.645
189,60250.168,61009.36
190,60216.566,60970.652
191,60184.914,60953.414
192,60155.34,60942.805
193,60122.758,60910.97
194,60092.16,60894.74
195,60063.93,60857.37
196,60031.22,60841.31
197,59997.7,60804.785
198,59971.13,60787.375
199,59939.17,60777.02
200,59906.848,60741.36
201,59882.773,60704.05
202,59850.953,60706.445
203,59818.53,60672.613
204,59789.953,60656.25
205,59761.156,60636.023
206,59732.6,60614.79
207,59704.016,60596.043
208,59675.387,60571.473
209,59651.92,60564.848
210,59623.53,60538.55
211,59594.574,60515.438
212,59563.89,60483.684
213,59538.758,60455.527
214,59509.297,60444.453
215,59483.164,60419.62
216,59457.293,60416.043
217,59428.938,60389.56
218,59402.66,60358.008
219,59378.414,60342.34
220,59350.57,60315.227
221,59329.414,60317.387
222,59302.688,60300.375
223,59275.977,60266.895
224,59248.4,60249.164
225,59227.527,60245.016
226,59197.965,60197.305
227,59172.05,60186.965
228,59148.65,60158.434
229,59122.555,60150.75
230,59101.58,60133.344
231,59074.13,60120.996
232,59052.312,60106.43
233,59029.01,60067.27
234,59003.664,60074.062
235,58978.83,60053.906
236,58956.457,60018.918
237,58935.02,59991.53
238,58908.246,59989.906
239,58885.977,59955.45
240,58860.973,59946.06
241,58838.49,59940.977
242,58816.87,59926.83
243,58793.215,59895.81
244,58773.176,59892.125
245,58748.836,59858.54
246,58725.496,59842.39
247,58708.508,59840.434
248,58679.64,59804.703
249,58657.164,59801.57
250,58638.41,59767.125
251,58612.09,59761.902
252,58594.19,59765.83
253,58570.44,59738.508
254,58557.02,59704.152
255,58540.023,59727.805
256,58506.027,59695.95
257,58481.434,59670.82
258,58462.44,59643.316
259,58439.69,59631.29
260,58419.22,59606.418
261,58398.15,59606.273
262,58376.484,59576.312
263,58354.41,59563.465
264,58333.91,59548.64
265,58319.63,59533.113
266,58296.2,59535.535
267,58272.71,59511.656
268,58251.773,59488.31
269,58236.816,59471.42
270,58212.234,59457.67
271,58191.52,59441.504
272,58175.96,59443.77
273,58157.312,59401.95
274,58144.543,59423.793
275,58112.77,59378.473
276,58094.707,59365.586
277,58075.27,59361.395
278,58055.316,59342.117
279,58036.65,59329.5
280,58017.25,59315.41
281,58003.016,59284.312
282,57979.09,59286.56
283,57967.98,59295.75
284,57942.914,59255.457
285,57924.42,59232.336
286,57906.027,59226.773
287,57889.12,59198.074
288,57869.008,59183.473
289,57854.164,59171.027
290,57835.773,59171.33
291,57814.312,59167.793
292,57804.316,59120.527
293,57782.348,59114.977
294,57761.3,59107.547
295,57745.277,59100.07
296,57727.92,59093.46
297,57709.887,59068.996
298,57691.39,59069.836
299,57674.637,59061.78
300,57655.984,59031.836
301,57656.57,59050.707
302,57624.47,59028.055
303,57611.902,59004.68
304,57587.523,58979.484
305,57570.98,58965.48
306,57567.688,58975.832
307,57538.12,58958.203
308,57521.61,58942.688
309,57506.28,58940.098
310,57486.82,58901.3
311,57477.805,58893.41
312,57457.688,58867.58
313,57447.043,58896.87
314,57425.492,58874.203
315,57406.926,58845.848
316,57396.06,58855.723
317,57375.707,58828.566
318,57361.11,58788.69
319,57341.207,58800.41
320,57328.965,58805.06
321,57312.098,58776.613
322,57293.277,58758.832
323,57278.86,58740.902
324,57262.156,58724.734
325,57265.496,58766.99
326,57229.684,58706.508
327,57215.05,58702.492
328,57203.0,58699.383
329,57183.64,58678.074
330,57171.11,58679.0
331,57154.98,58641.46
332,57141.227,58656.64
333,57128.793,58655.957
