,train,eval
0,113591.6,112411.33
1,110439.38,109254.984
2,104158.336,102959.47
3,92235.64,91025.734
4,77951.23,76841.47
5,71064.13,70104.414
6,68871.17,68072.14
7,67622.38,66968.7
8,66657.26,66076.58
9,65944.73,65449.58
10,65396.96,64975.383
11,64941.004,64581.754
12,64582.348,64235.805
13,64242.316,63983.348
14,63929.098,63753.21
15,63652.676,63491.223
16,63381.082,63270.1
17,63142.816,63126.77
18,62913.406,62942.594
19,62692.367,62745.17
20,62490.285,62561.477
21,62287.906,62444.625
22,62117.598,62294.957
23,61938.094,62188.523
24,61784.15,62076.062
25,61636.668,61987.03
26,61475.51,61831.848
27,61337.61,61736.617
28,61243.55,61704.74
29,61068.457,61566.996
30,60940.11,61475.73
31,60861.9,61360.785
32,60716.406,61329.312
33,60598.125,61225.383
34,60516.11,61161.68
35,60401.727,61070.86
36,60312.836,61022.934
37,60205.45,60972.96
38,60144.992,60888.32
39,60014.695,60815.41
40,59941.0,60763.09
41,59860.12,60741.88
42,59808.3,60647.32
43,59704.023,60639.312
44,59628.805,60568.027
45,59692.062,60609.023
46,59512.03,60429.316
47,59421.875,60425.875
48,59363.51,60418.195
49,59280.42,60306.523
50,59218.945,60275.91
51,59181.656,60196.48
52,59112.64,60208.31
53,59047.973,60158.28
54,58983.004,60114.47
55,58937.99,60048.227
56,58914.324,60095.332
57,58846.09,60008.305
58,58846.3,59979.625
59,58717.855,59920.13
60,58702.133,59899.52
61,58639.082,59874.49
62,58642.582,59911.293
63,58537.2,59846.773
64,58510.688,59848.324
65,58491.504,59843.066
66,58433.004,59780.12
67,58361.34,59696.523
68,58358.85,59697.605
69,58285.254,59667.92
70,58262.51,59678.574
71,58195.67,59596.926
72,58179.934,59568.34
73,58149.555,59548.34
74,58078.51,59489.74
75,58092.9,59549.574
76,58022.785,59458.164
77,57964.43,59410.977
78,58002.562,59465.66
79,57896.94,59370.87
80,57896.582,59411.574
81,57841.906,59312.85
82,57794.566,59312.133
83,57785.566,59304.61
84,57785.094,59256.977
85,57710.258,59261.414
86,57687.523,59191.31
87,57756.906,59299.227
88,57636.27,59240.94
89,57581.773,59139.367
90,57562.36,59140.234
91,57531.168,59115.285
92,57500.035,59077.523
93,57454.3,59015.5
94,57459.49,59046.22
95,57434.19,59017.113
96,57396.53,58977.426
97,57364.562,58998.727
98,57326.98,58891.98
99,57307.64,58972.066
