,train,eval
0,114835.19,113643.55
1,114177.64,112973.95
2,113365.61,112159.77
3,112102.06,110897.49
4,110013.734,108803.016
5,106432.14,105180.35
6,100598.03,99258.375
7,93085.24,91591.46
8,86684.2,85067.766
9,82785.81,81141.81
10,80220.36,78650.22
11,78148.484,76709.695
12,76328.69,75022.39
13,74673.65,73507.02
14,73184.805,72131.24
15,71826.73,70893.94
16,70590.63,69804.086
17,69454.42,68783.39
18,68448.664,67877.94
19,67580.01,67116.016
20,66845.29,66471.516
21,66245.87,65972.9
22,65759.31,65558.11
23,65390.91,65215.355
24,65056.812,64953.523
25,64794.19,64765.41
26,64637.766,64583.848
27,64363.92,64330.66
28,64172.72,64195.863
29,64002.83,64034.55
30,63861.863,63885.383
31,63661.41,63715.023
32,63494.64,63577.793
33,63350.305,63438.918
34,63175.402,63290.062
35,63030.848,63161.652
36,62877.992,63028.16
37,62738.02,62919.652
38,62622.996,62774.668
39,62485.965,62641.867
40,62357.023,62571.086
41,62222.484,62412.082
42,62094.742,62315.16
43,61987.54,62248.004
44,61876.57,62098.254
45,61791.527,62114.812
46,61649.38,61929.87
47,61638.727,61846.293
48,61455.84,61730.117
49,61374.312,61679.387
50,61291.74,61540.98
51,61204.723,61465.105
52,61103.742,61442.9
53,61030.848,61370.535
54,60942.21,61299.42
55,60873.805,61234.465
56,60808.37,61171.332
57,60743.56,61125.324
58,60676.465,61094.836
59,60614.37,61047.734
60,60547.863,61000.656
61,60491.27,60968.895
62,60480.87,60852.805
63,60408.574,60955.113
64,60328.78,60817.613
65,60299.582,60825.836
66,60245.113,60753.87
67,60228.273,60793.23
68,60164.73,60711.062
69,60101.24,60658.863
70,60071.133,60670.996
71,60028.9,60605.086
72,59994.055,60618.387
73,60011.645,60643.79
74,59937.5,60552.91
75,59906.145,60581.14
76,59852.117,60510.94
77,59821.633,60507.836
78,59799.516,60487.844
79,59760.637,60440.43
80,59735.566,60428.06
81,59800.418,60512.387
82,59667.836,60360.99
83,59670.816,60356.914
84,59632.2,60408.56
85,59600.582,60390.375
86,59559.055,60324.727
87,59607.234,60428.062
88,59505.066,60298.734
89,59557.562,60400.273
90,59517.047,60246.098
91,59474.156,60320.625
92,59447.28,60324.38
93,59393.453,60250.43
94,59380.984,60277.305
95,59381.93,60271.582
96,59360.66,60232.58
97,59318.16,60181.293
98,59310.746,60222.184
99,59280.562,60173.46
