,train,eval
0,65035.75,65260.79
1,61926.086,62375.445
2,61875.22,62728.45
3,60827.027,61795.035
4,61378.4,62593.37
5,61492.434,62864.625
6,61099.703,62537.77
7,60907.9,62255.473
8,60342.76,61701.16
9,63430.8,64064.176
10,60440.742,61960.973
11,61049.83,62112.926
12,59562.855,60716.234
13,59806.293,60957.625
14,60535.23,61281.89
15,59454.957,60682.84
16,59878.95,61151.574
17,59398.727,60759.598
18,62484.34,63948.555
19,61615.992,62997.992
20,59435.68,60667.64
21,59243.082,60646.418
22,58907.562,60229.37
23,59766.316,60971.742
24,61526.91,62857.758
25,59369.93,60874.094
26,59430.234,61021.48
27,59197.945,60640.16
28,59408.562,61023.676
29,59138.715,60567.035
30,58937.86,60261.99
31,60558.36,61972.31
32,64250.74,65562.47
33,59865.92,61347.605
34,61078.62,62474.098
35,60985.082,62441.453
36,58947.11,60602.42
37,59663.26,61007.09
38,59751.484,61528.383
39,59188.258,60446.74
40,60320.945,62124.543
41,62556.72,63245.02
42,58896.094,60310.695
43,59160.594,60573.03
44,58835.812,60608.758
45,60934.586,62600.094
46,60424.402,62000.934
47,59514.246,60794.26
48,58638.45,60002.996
49,58769.652,60298.168
50,58631.8,60159.2
51,62028.305,63619.15
52,60234.27,61815.887
53,59770.57,61391.977
54,58484.438,60061.04
55,59557.355,61187.152
56,58516.008,59997.137
57,59943.15,61654.496
58,60208.223,61661.66
59,59602.266,61180.223
60,58411.855,60285.996
61,60233.137,61678.36
62,58337.457,59668.316
63,59931.79,61095.6
64,58602.023,60110.188
65,58262.91,59673.605
66,58185.32,59670.895
67,58827.355,60215.71
68,57946.53,59459.52
69,58879.047,60375.742
70,62278.246,63042.195
71,58938.984,60414.12
72,58293.75,59564.977
73,57638.84,59114.19
74,57962.875,59101.23
75,57768.332,59047.332
76,58871.215,60092.844
77,59524.965,60854.973
78,57824.855,59291.758
79,57590.22,59044.727
80,57767.37,59370.63
81,58283.316,59611.79
82,58083.46,59304.016
83,58048.953,59539.62
84,58290.55,59287.285
85,58656.72,59654.89
86,58585.133,59863.695
87,57723.508,59029.11
88,57570.75,58678.414
89,58173.18,59159.746
90,58412.723,59354.504
91,57849.773,58925.31
92,57311.363,58494.12
93,57295.95,58720.43
94,58458.473,59395.504
95,58226.22,59478.016
96,58085.61,59631.043
97,57151.934,58089.64
98,57779.062,58793.74
99,58536.062,59433.89
