,train,eval
0,114262.8,113115.38
1,113713.13,112597.88
2,112908.48,111822.266
3,111622.73,110575.64
4,109495.086,108498.82
5,105817.03,104894.83
6,99549.87,98797.72
7,90643.34,90134.25
8,82455.67,82193.64
9,77436.16,77228.1
10,74028.56,73751.125
11,71667.695,71305.83
12,70079.31,69623.414
13,69002.734,68504.87
14,68252.914,67765.91
15,67697.35,67219.22
16,67285.8,66827.695
17,66956.92,66506.39
18,66695.22,66233.87
19,66463.57,66028.125
20,66295.57,65840.48
21,66101.586,65683.51
22,65937.84,65544.51
23,65791.78,65415.906
24,65634.13,65270.246
25,65492.01,65130.07
26,65360.6,65056.02
27,65214.75,64912.984
28,65087.61,64839.21
29,64954.086,64709.855
30,64840.566,64581.727
31,64715.336,64516.094
32,64592.992,64376.83
33,64488.555,64264.53
34,64378.305,64194.633
35,64291.18,64090.14
36,64168.793,63995.95
37,64077.22,63922.934
38,63996.984,63804.96
39,63872.543,63710.613
40,63789.9,63636.137
41,63682.598,63570.76
42,63594.438,63488.15
43,63542.066,63416.32
44,63433.188,63340.598
45,63323.31,63276.1
46,63239.82,63191.758
47,63159.61,63127.664
48,63082.65,63075.793
49,63013.953,63010.32
50,62932.23,62913.35
51,62856.98,62883.863
52,62774.977,62822.31
53,62725.613,62745.89
54,62637.938,62710.145
55,62584.89,62677.195
56,62496.08,62586.438
57,62444.58,62570.08
58,62380.176,62490.176
59,62317.496,62385.094
60,62248.23,62328.605
61,62164.113,62271.54
62,62132.363,62272.703
63,62030.375,62178.223
64,61986.28,62130.28
65,61917.652,62089.09
66,61863.867,62087.13
67,61806.68,61979.566
68,61750.66,61991.69
69,61708.07,61973.82
70,61639.285,61914.742
71,61595.883,61846.344
72,61527.56,61820.848
73,61483.605,61796.24
74,61454.277,61798.574
75,61400.35,61731.215
76,61366.746,61699.098
77,61317.406,61701.293
78,61251.86,61647.188
79,61231.043,61633.285
80,61160.35,61588.43
81,61103.88,61592.777
82,61106.94,61659.69
83,61024.14,61552.97
84,60997.742,61549.406
85,60959.508,61524.69
86,60928.66,61520.637
87,60901.55,61523.254
88,60924.98,61585.504
89,60860.35,61518.805
90,60808.066,61435.754
91,60761.688,61440.0
92,60731.723,61448.184
93,60696.77,61433.344
94,60671.582,61426.24
95,60726.402,61479.996
96,60673.97,61478.566
97,60645.664,61395.754
98,60585.332,61391.008
99,60581.004,61418.195
