,train,eval
0,59750.188,60648.188
1,61114.07,62789.793
2,56928.355,58270.773
3,57890.22,59355.0
4,56041.285,57775.66
5,53670.723,55748.89
6,53937.008,55578.04
7,54182.06,56564.08
8,51994.965,54695.0
9,53445.21,55551.176
10,51557.402,54011.64
11,51384.59,53878.387
12,51889.28,54617.89
13,51189.96,53704.68
14,50601.86,53079.957
15,50274.152,53465.676
16,51161.22,54419.7
17,51495.74,54943.934
18,49312.953,52757.08
19,52113.742,54754.32
20,49692.402,52866.35
21,49470.22,52878.062
22,49227.1,53279.836
23,49136.848,52860.266
24,49423.926,53698.387
25,48464.1,52360.3
26,47818.42,51724.97
27,47757.72,51721.156
28,48739.305,53195.926
29,47928.145,52592.42
30,47606.76,52124.48
31,48450.79,52785.805
32,47289.35,52337.074
33,46837.266,51362.273
34,46666.285,51801.082
35,47810.562,52537.55
36,46847.75,51952.707
37,46490.29,51677.08
38,46777.64,51880.746
39,46518.73,52131.145
40,48656.008,54266.145
41,47190.953,52198.51
42,45384.33,51208.605
43,47395.266,53327.527
44,45931.03,51875.004
45,46486.25,52384.676
46,46297.39,52448.59
47,45294.92,51840.535
48,46531.81,52452.85
49,45464.676,51863.86
50,45418.023,51396.23
51,44216.89,51482.418
52,45277.36,52126.867
53,45111.633,51811.293
54,44405.812,51175.832
55,44300.586,51856.08
56,45332.285,52148.375
57,43790.67,51759.523
58,44696.082,51775.797
59,43355.574,51306.258
60,43652.75,50901.543
61,43896.152,51712.535
62,43595.082,51632.37
63,42739.734,50693.004
64,46266.324,53785.555
65,44028.992,52294.574
66,44355.004,52615.973
67,42984.195,50845.914
68,43794.43,52433.824
69,42446.633,51596.844
70,43686.973,52310.406
71,44658.258,53005.062
72,45503.77,53866.617
73,43011.312,52758.234
74,45943.43,54192.39
75,42262.3,52165.19
76,41886.926,51921.97
77,41546.52,51148.617
78,43137.78,53137.266
79,41147.36,51430.695
80,41809.785,51735.402
81,42221.2,52212.77
82,41589.945,52046.676
83,43627.43,53413.57
84,41445.46,52063.992
85,41712.914,52630.957
86,40597.633,50655.215
87,42056.348,52388.47
88,41039.473,51329.43
89,41231.848,51526.008
90,40301.457,51507.9
91,41322.715,52665.086
92,40617.65,51849.863
93,42303.32,53668.45
94,41533.223,52291.37
95,42370.223,53082.6
96,41639.297,53180.867
97,40978.656,52323.48
98,38606.6,50890.223
99,39175.887,51991.47
