,train,eval
0,111986.96,110909.086
1,106564.586,105576.266
2,97280.17,96463.99
3,84627.46,84042.76
4,75645.89,75220.875
5,72515.78,72121.98
6,71351.74,70984.77
7,70545.14,70202.45
8,69861.4,69525.49
9,69265.67,68966.47
10,68760.32,68460.91
11,68318.48,68040.38
12,67946.94,67704.78
13,67593.805,67327.836
14,67282.86,67029.25
15,67023.74,66763.336
16,66757.61,66507.92
17,66515.88,66215.3
18,66288.195,66037.87
19,66081.8,65820.35
20,65882.02,65644.945
21,65687.43,65442.16
22,65520.926,65257.56
23,65339.36,65164.344
24,65164.586,64927.28
25,65011.582,64793.387
26,64839.105,64697.1
27,64700.062,64575.496
28,64533.234,64402.406
29,64386.145,64251.613
30,64239.633,64116.695
31,64100.723,63993.285
32,63967.336,63888.44
33,63839.82,63739.984
34,63706.316,63631.523
35,63581.984,63525.105
36,63457.777,63439.332
37,63334.043,63303.664
38,63227.45,63209.125
39,63119.543,63177.766
40,62988.15,63008.066
41,62874.645,62903.555
42,62764.01,62811.12
43,62658.746,62753.69
44,62568.652,62645.45
45,62461.285,62563.656
46,62370.81,62507.414
47,62272.523,62396.14
48,62173.79,62330.76
49,62089.59,62274.727
50,61999.49,62192.895
51,61910.47,62126.715
52,61832.41,62057.875
53,61751.88,61996.12
54,61682.98,61945.45
55,61593.48,61868.742
56,61517.777,61807.766
57,61442.57,61756.293
58,61369.895,61708.04
59,61321.227,61672.46
60,61233.48,61618.832
61,61171.895,61575.02
62,61103.965,61514.062
63,61044.566,61435.992
64,60973.6,61416.61
65,60909.82,61341.527
66,60856.77,61305.543
67,60803.85,61256.3
68,60751.754,61253.05
69,60690.227,61196.504
70,60633.203,61157.746
71,60607.94,61182.035
72,60531.57,61081.734
73,60490.625,61073.45
74,60449.43,61039.215
75,60400.113,60983.74
76,60346.12,60969.23
77,60309.125,60900.848
78,60265.387,60871.17
79,60228.93,60908.375
80,60182.42,60855.527
81,60150.164,60843.82
82,60112.918,60746.293
83,60051.965,60747.867
84,60013.914,60723.61
85,59986.203,60702.406
86,59957.15,60723.305
87,59929.766,60705.805
88,59878.066,60631.234
89,59901.44,60605.312
90,59807.96,60573.668
91,59791.71,60600.91
92,59742.93,60543.082
93,59715.285,60541.11
94,59685.695,60504.18
95,59654.51,60502.707
96,59654.73,60537.98
97,59615.035,60413.953
98,59566.234,60398.44
99,59527.73,60382.6
