,train,eval
0,115624.68,114415.04
1,115609.125,114400.5
2,115593.54,114385.86
3,115578.08,114371.266
4,115562.76,114356.81
5,115547.766,114342.63
6,115532.94,114328.5
7,115518.01,114314.21
8,115502.875,114299.67
9,115487.5,114284.91
10,115471.89,114269.92
11,115456.055,114254.664
12,115439.87,114239.07
13,115423.3,114223.13
14,115406.35,114206.71
15,115388.95,114189.92
16,115371.055,114172.6
17,115352.62,114154.8
18,115333.56,114136.43
19,115313.92,114117.36
20,115293.53,114097.59
21,115272.305,114077.02
22,115250.21,114055.48
23,115227.016,114033.08
24,115202.8,114009.5
25,115177.56,113984.96
26,115151.17,113959.35
27,115123.47,113932.42
28,115094.38,113904.086
29,115063.766,113874.336
30,115031.43,113842.734
31,114997.38,113809.6
32,114961.57,113774.69
33,114923.805,113737.9
34,114884.02,113699.086
35,114842.25,113658.336
36,114798.25,113615.3
37,114751.79,113569.89
38,114702.45,113521.68
39,114649.836,113470.234
40,114593.875,113415.43
41,114534.36,113357.2
42,114470.98,113295.2
43,114403.37,113228.95
44,114331.6,113158.48
45,114254.87,113083.266
46,114172.555,113002.6
47,114084.45,112916.2
48,113990.125,112823.69
49,113888.83,112724.26
50,113779.34,112617.03
51,113661.65,112501.61
52,113534.22,112376.695
53,113396.445,112241.695
54,113246.52,112094.83
55,113083.234,111934.88
56,112904.805,111760.05
57,112709.586,111568.9
58,112494.695,111358.484
59,112257.79,111126.445
60,111996.9,110870.58
61,111708.31,110587.555
62,111386.97,110272.38
63,111028.44,109920.71
64,110627.61,109527.68
65,110178.305,109087.14
66,109673.22,108591.8
67,109104.016,108033.62
68,108457.72,107399.87
69,107724.18,106680.766
70,106888.88,105862.2
71,105928.05,104921.445
72,104822.65,103840.32
73,103546.734,102593.16
74,102071.87,101152.76
75,100376.9,99499.58
76,98425.64,97598.37
77,96191.88,95424.234
78,93660.04,92962.77
79,90822.195,90205.9
80,87737.48,87209.586
81,84506.76,84068.586
82,81312.66,80957.37
83,78384.29,78091.22
84,75911.75,75652.734
85,74007.61,73753.234
86,72628.71,72354.18
87,71679.77,71374.96
88,71020.16,70685.21
89,70542.63,70178.375
90,70168.484,69779.02
91,69861.87,69456.0
92,69596.28,69187.55
93,69351.1,68934.766
94,69130.33,68711.4
95,68920.94,68505.836
96,68723.77,68312.36
97,68539.195,68135.58
98,68363.19,67968.48
99,68194.36,67809.805
100,68033.91,67647.43
101,67873.24,67497.14
102,67720.94,67356.66
103,67574.0,67216.81
104,67433.48,67083.305
105,67295.5,66957.65
106,67159.82,66828.23
107,67028.85,66703.984
108,66903.06,66585.5
109,66778.72,66475.81
110,66657.67,66365.75
111,66539.37,66254.54
112,66422.33,66147.836
113,66309.59,66042.086
114,66197.31,65941.54
115,66089.21,65848.27
116,65981.055,65745.75
117,65876.44,65646.484
118,65772.59,65555.74
119,65675.94,65474.07
120,65575.36,65375.324
121,65474.88,65290.453
122,65378.824,65208.508
123,65285.883,65117.754
124,65194.016,65049.105
125,65102.93,64972.44
126,65008.27,64877.824
127,64919.266,64799.082
128,64831.81,64725.484
129,64745.695,64654.91
130,64660.79,64580.934
131,64578.418,64513.8
132,64501.76,64454.746
133,64416.41,64380.527
134,64332.816,64303.242
135,64255.504,64243.297
136,64177.938,64178.91
137,64099.72,64108.9
138,64024.277,64041.4
139,63950.57,63974.527
140,63876.13,63920.176
141,63808.47,63874.535
142,63733.125,63806.438
143,63661.387,63742.348
144,63597.19,63679.344
145,63523.273,63630.39
146,63456.168,63573.586
147,63389.23,63523.645
148,63323.45,63472.312
149,63258.508,63413.7
150,63199.652,63358.297
151,63134.227,63304.87
152,63070.043,63267.59
153,63008.92,63217.176
154,62954.953,63161.086
155,62889.176,63122.477
156,62831.56,63071.18
157,62780.566,63048.9
158,62716.184,62982.57
159,62659.8,62938.848
160,62610.414,62891.43
161,62553.15,62867.0
162,62498.11,62804.52
163,62454.133,62759.836
164,62393.938,62743.574
165,62338.83,62688.652
166,62287.516,62652.363
167,62236.797,62610.938
168,62188.57,62566.31
169,62142.08,62524.42
170,62095.598,62511.61
171,62041.004,62459.105
172,61997.004,62435.668
173,61957.977,62413.53
174,61900.727,62357.895
175,61855.02,62320.586
176,61809.375,62281.316
177,61768.086,62264.68
178,61720.895,62219.0
179,61677.37,62179.375
180,61634.19,62148.535
181,61591.77,62117.957
182,61549.594,62080.67
183,61510.05,62061.723
184,61468.33,62030.406
185,61426.29,61996.824
186,61385.652,61963.984
187,61347.246,61927.21
188,61306.56,61898.664
189,61269.617,61866.13
190,61234.473,61836.645
191,61191.855,61826.477
192,61153.203,61790.883
193,61115.746,61752.973
194,61082.695,61719.086
195,61043.11,61694.094
196,61008.72,61691.65
197,60971.254,61655.08
198,60940.28,61637.074
199,60902.047,61608.188
200,60865.566,61579.332
201,60828.773,61535.367
202,60794.77,61518.902
203,60758.562,61483.867
204,60724.74,61466.582
205,60695.27,61452.32
206,60665.285,61400.605
207,60624.62,61378.875
208,60597.496,61354.965
209,60561.734,61351.996
210,60527.566,61297.395
211,60492.895,61275.492
212,60464.805,61251.67
213,60432.52,61227.62
214,60401.027,61208.06
215,60366.656,61188.07
216,60344.453,61146.84
217,60303.473,61139.78
218,60272.63,61108.145
219,60244.043,61078.742
220,60211.18,61061.438
221,60181.11,61034.23
222,60162.52,61012.76
223,60124.797,60983.367
224,60092.49,60983.965
225,60069.562,60975.793
226,60032.938,60923.125
227,60006.77,60894.99
228,59977.812,60875.008
229,59955.1,60885.137
230,59916.7,60833.17
231,59892.152,60800.637
232,59860.45,60782.387
233,59832.44,60764.28
234,59808.81,60765.594
235,59776.062,60724.527
236,59758.254,60692.38
237,59721.973,60677.64
238,59702.77,60683.273
239,59668.33,60630.2
240,59640.562,60611.918
241,59615.43,60598.707
242,59589.805,60563.168
243,59561.02,60557.227
244,59543.816,60558.69
245,59508.85,60509.58
246,59484.867,60482.617
247,59465.125,60496.727
248,59437.68,60475.67
249,59414.79,60427.24
250,59379.65,60403.684
251,59354.484,60389.836
252,59331.457,60370.688
253,59329.668,60348.266
254,59284.74,60349.64
255,59258.17,60322.71
256,59234.535,60307.086
257,59204.402,60273.156
258,59193.34,60289.75
259,59156.113,60240.363
260,59134.977,60228.637
261,59107.28,60196.355
262,59083.062,60175.867
263,59065.344,60175.918
264,59037.64,60131.367
265,59016.445,60104.746
266,58990.184,60107.08
267,58977.793,60109.21
268,58940.598,60062.47
269,58928.0,60065.598
270,58897.855,60014.8
271,58870.63,60001.39
272,58849.6,59990.918
273,58843.652,60006.633
274,58801.934,59939.883
275,58779.54,59937.438
276,58768.383,59904.766
277,58736.24,59902.438
278,58713.81,59891.68
279,58692.17,59870.83
280,58670.902,59836.633
281,58643.387,59825.47
282,58623.523,59821.152
283,58598.773,59785.89
284,58592.695,59765.223
285,58556.668,59754.08
286,58535.082,59746.543
287,58512.953,59728.98
288,58490.285,59696.56
289,58469.215,59671.36
290,58446.16,59663.402
291,58439.816,59676.84
292,58414.836,59624.74
293,58383.566,59629.324
294,58363.46,59614.574
295,58339.95,59585.793
296,58318.0,59568.223
297,58297.277,59548.016
298,58287.12,59521.56
299,58255.254,59504.32
300,58234.875,59493.414
301,58215.45,59491.117
302,58192.848,59461.832
303,58179.562,59436.13
304,58151.09,59433.97
305,58131.96,59427.973
306,58110.2,59406.688
307,58090.61,59396.81
308,58069.645,59368.574
309,58056.773,59372.293
310,58043.195,59374.49
311,58010.797,59333.64
312,57989.246,59297.562
313,57973.94,59278.47
314,57954.438,59289.535
315,57929.29,59260.79
316,57914.758,59228.734
317,57891.152,59217.613
318,57882.773,59241.414
319,57852.027,59205.086
320,57834.355,59195.414
321,57810.31,59176.28
322,57794.48,59160.242
323,57774.027,59143.453
324,57752.785,59121.566
325,57732.617,59102.652
326,57713.19,59077.03
327,57697.266,59067.53
328,57675.242,59069.094
329,57658.145,59033.23
330,57636.992,59027.062
331,57619.625,59032.38
332,57597.594,58997.707
333,57578.766,58995.094
334,57561.57,58960.27
335,57558.105,58949.47
336,57537.7,58970.332
337,57515.535,58954.52
338,57491.66,58932.613
339,57466.26,58898.81
340,57448.84,58889.87
341,57452.555,58910.06
342,57412.598,58870.184
343,57401.234,58874.2
344,57370.926,58826.26
345,57353.496,58809.29
346,57336.58,58794.203
347,57322.383,58801.14
348,57303.07,58760.12
349,57310.625,58806.598
350,57261.68,58742.625
351,57252.426,58742.074
352,57226.016,58709.61
353,57211.85,58692.33
354,57191.387,58691.617
355,57171.42,58669.125
356,57153.2,58657.12
357,57141.97,58663.03
358,57118.438,58638.703
359,57099.31,58607.516
360,57081.004,58600.05
361,57065.195,58576.246
362,57048.16,58589.47
363,57027.633,58566.43
364,57010.66,58546.535
365,56998.0,58540.13
366,56978.53,58510.652
367,56967.277,58524.25
368,56944.21,58504.457
369,56927.234,58464.67
370,56915.36,58463.035
371,56888.83,58453.49
372,56870.74,58454.54
373,56855.062,58442.434
374,56835.082,58409.402
375,56822.676,58405.41
376,56805.13,58380.934
377,56801.527,58370.348
378,56767.188,58364.9
379,56749.63,58346.645
380,56761.73,58350.203
381,56715.6,58327.65
382,56698.477,58308.883
383,56685.22,58299.34
384,56687.504,58299.996
385,56650.82,58286.164
386,56631.004,58258.723
387,56613.766,58243.69
388,56599.566,58251.12
389,56585.027,58234.76
390,56582.3,58251.96
391,56547.81,58194.13
392,56543.902,58211.754
393,56518.258,58158.434
394,56499.566,58156.656
395,56483.73,58140.625
396,56475.33,58159.938
397,56452.016,58112.72
398,56433.992,58119.34
399,56416.074,58106.566
400,56438.277,58157.77
401,56383.906,58081.19
402,56368.52,58064.54
403,56374.945,58090.53
404,56335.688,58042.516
405,56324.33,58053.62
406,56305.625,58021.832
407,56307.82,58043.64
408,56272.93,57993.9
409,56265.94,57995.953
410,56247.117,57986.836
411,56226.88,57961.508
412,56218.445,57935.516
413,56205.484,57940.906
414,56187.45,57949.492
415,56162.793,57891.47
416,56151.016,57893.457
417,56130.957,57885.16
418,56115.01,57886.297
419,56100.566,57858.688
420,56090.535,57856.676
421,56068.496,57842.51
422,56056.67,57814.062
423,56046.016,57826.23
424,56024.895,57822.77
425,56052.484,57815.637
426,56001.24,57805.89
427,55980.83,57762.867
428,56024.688,57797.094
429,55947.457,57753.406
430,55933.176,57746.637
431,55921.516,57717.164
432,55917.2,57716.43
433,55895.625,57733.184
434,55874.895,57703.637
435,55859.38,57682.938
436,55844.297,57656.22
437,55826.844,57662.56
438,55815.88,57651.85
439,55800.074,57627.35
