group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
splitOn,,1,,,1101685800.0,ns,1
splitOn,,1,,,1061632687.0,ns,1
splitOn,,1,,,1047291893.0,ns,1
splitOn,,1,,,1050018027.0,ns,1
splitOn,,1,,,1048490259.0,ns,1
splitOn,,1,,,1042547405.0,ns,1
splitOn,,1,,,1043060695.0,ns,1
splitOn,,1,,,1042009986.0,ns,1
splitOn,,1,,,1053432199.0,ns,1
splitOn,,1,,,1041521569.0,ns,1
